Paper_ID,Material,Substrate,Method,Gas_Mixture_Std,Power_W,Working_Pressure_Pa,Base_Pressure_Pa,Temperature_C,Thickness_nm
10.1016_j.jallcom.2016.01.029,cadmium zinc oxide (CdZnO),glass substrates,reactive dc magnetron sputtering,Unknown,,,,"[350.0, 400.0, 450.0, 500.0, 550.0]",
10.1016_j.jallcom.2016.01.191,Al x Ga 1-x N,Si,RF magnetron sputtering and high ammoniated two-step method,N2,150.0,,,300.0,
10.1016_j.jallcom.2016.02.003,Au-decorated vanadium oxide (VOx),Sapphire,dc-magnetron sputtering,O2,,,,25.0,
10.1016_j.jallcom.2016.02.077,TiAlSiN,AISI M2 steel,Unbalanced magnetron sputtering,Unknown,,,,500.0,
10.1016_j.jallcom.2016.02.099,Zinc oxide (ZnO),Glass,Radio frequency (rf) magnetron sputtering,Unknown,,,,,270.0
10.1016_j.jallcom.2016.03.086,ZnO and AZO,FTO glass,Sputtering and hydrothermal growth,Unknown,,,,70.0,
10.1016_j.jallcom.2016.03.188,TaO2,Tie6Ale4V alloy,Physical vapor deposition magnetron sputtering (PVDMS),O2,,,,,
10.1016_j.jallcom.2016.04.025,"HfOxNy, HfO2, and amorphous InGaZnO (a-IGZO)",Si,radio-frequency sputtering,Unknown,,,,25.0,
10.1016_j.jallcom.2016.05.061,(K 0.5 Na 0.5 )NbO 3 + 1 wt% Gd 2 O 3 (KNN1G),quartz and Pt/Ti/SiO 2 /Si,RF magnetron sputtering,O2,,,,,
10.1016_j.jallcom.2016.05.330,CoSb and CoSb2,Oxidized silicon,RF cosputtering,Unknown,,,,25.0,
10.1016_j.jallcom.2016.06.236,Ga-doped tin oxide (GTO),quartz glass,direct current (DC) magnetron sputtering,Ar,,0.5466201999999999,,400.0,400.0
10.1016_j.jallcom.2016.07.323,"Antimony (Sb) doped Cu(In, Al)Se2 (CIAS)",Mo,Sputtering,Unknown,,,,,
10.1016_j.jallcom.2016.08.165,Iron oxide (Fe2O3) doped Zinc oxide (ZnO),,Sputtering,Unknown,,,,,
10.1016_j.jallcom.2016.08.269,n-type CuAlOx,heavily doped p-type Si (p+-Si),rf magnetron sputtering,Ar/O2,,,,,
10.1016_j.jallcom.2016.09.293,Zn-doped SnO2/Ag/Zn-doped SnO2 multilayer,Poly ethylene terephthalate (PET),RF sputtering (off-axis Continuous Composition Spread and on-axis),Unknown,,,,25.0,
10.1016_j.jallcom.2016.10.048,Zirconium titanate,glass,direct current magnetron reactive sputtering,O2,,,,"[250.0, 600.0]",400.0
10.1016_j.jallcom.2016.10.307,F and B co-doped ZnO (BFZO),flexible substrate,radio frequency magnetron sputtering,Ar,,0.399966,0.00066661,,
10.1016_j.jallcom.2016.11.072,Ytterbium-doped ZnO (ZnO + YbO),Si,Sputtering,Unknown,,,,1100.0,
10.1016_j.jallcom.2016.11.117,Ga-doped ZnO (GZO),,magnetron sputtering,Unknown,,,,,
10.1016_j.jallcom.2016.11.284,TiO2-Cr2O3 nanocomposite,,sputtering technique,Unknown,,,,,30.0
10.1016_j.jallcom.2016.11.338,CuO,,Reactive sputtering deposition (HiTUS),O2,,,,25.0,
10.1016_j.jallcom.2016.11.340,Bi 5 Nb 3 O 15,,dual magnetron co-sputtering,Unknown,,,,"[150.0, 600.0]",
10.1016_j.jallcom.2016.12.029,Sm 1-x Ca x BiO 3 and YBCO,(00l) LaAlO 3 and Sm 0.6 Ca 0.4 BiO 3,Polymer-assisted chemical solution deposition (PA-CSD) and dc sputtering,Unknown,,,,,
10.1016_j.jallcom.2016.12.081,Cuprous oxide (Cu2O) thin films co-doped with zinc (Zn) and indium (In),,Direct current (DC) magnetron sputtering,Unknown,,,,,
10.1016_j.jallcom.2016.12.234,Nitrogen doped indium oxide (InON) and indium tin oxide (ITON),alumina ceramic substrates,reactive r.f. magnetron sputtering,Ar/N2,,,,,
10.1016_j.jallcom.2016.12.248,Al and Ga co-doped ZnO films (GAZO),quartz,radio frequency magnetron sputtering,Unknown,,,,25.0,
10.1016_j.jallcom.2017.01.141,Sodium-doped ZnCdO (ZCO:Na),quartz,Radio frequency (RF) reactive magnetron sputtering,Unknown,,,,600.0,
10.1016_j.jallcom.2017.01.146,Rutile titanium dioxide (TiO2),Quartz and SiO2/Si,RF magnetron reactive sputtering,Ar/O2,500.0,,5.5e-05,,
10.1016_j.jallcom.2017.01.172,Ga-doped ZnO (GZO),glass,RF magnetron sputtering,Unknown,,,,,20.0
10.1016_j.jallcom.2017.02.051,Gd-doped HfO 2 (HGO),GaAs,sputtering,Unknown,,,,600.0,
10.1016_j.jallcom.2017.02.072,MoNx,MgO(001),reactive magnetron sputtering,Other,,2.6664399999999997,,600.0,
10.1016_j.jallcom.2017.02.138,Gd-doped VO2 thin films,,Reactively cosputtering process,Unknown,,,,,
10.1016_j.jallcom.2017.03.021,"B:ZnO and (Ga,Al):ZnO",CdS/CIGSe/Mo/glass,Metalorganic chemical vapor deposition (MOCVD) and magnetron sputtering,Unknown,,,,,50.0
10.1016_j.jallcom.2017.03.183,silicon-rich-nitride (SRN),anodic aluminum oxide (AAO),magnetron sputtering,Unknown,,,,"[500.0, 700.0]",
10.1016_j.jallcom.2017.03.189,Ga-doped ZnO (GZO),glass substrates,RF magnetron sputtering,Unknown,,,0.000266644,25.0,
10.1016_j.jallcom.2017.03.191,Ca 3 Co 4 O 9,yttria-stabilized zirconia (YSZ(100)) and sapphire (Al 2 O 3 (0001)),sputtering,Unknown,,,,,
10.1016_j.jallcom.2017.04.041,Co:ZnO (CZnO),glass and Si substrates,Magnetron Sputter Deposition Method (MSDM),Ar/N2,,,,,
10.1016_j.jallcom.2017.04.294,Amorphous silicon-zinc-tin-oxide (a-SZTO),,Radio frequency (RF) magnetron sputtering,Unknown,,,,25.0,
10.1016_j.jallcom.2017.05.119,TiO2/Ta2O5 stacks,p-Si,DC reactive magnetron co-sputtering,Unknown,,,,"[25.0, 700.0]",
10.1016_j.jallcom.2017.05.190,"ZnO (0AZO), Al (3 at%)-doped ZnO (3AZO), and Al (10 at%)-doped ZnO (10AZO)",Gorilla glass,radio-frequency sputtering,Unknown,,,,25.0,30.0
10.1016_j.jallcom.2017.05.317,Gallium and aluminium codoped ZnO (GAZO) and ZnO nanowires,,RF sputtering and hydrothermal synthesis,Unknown,,,,90.0,
10.1016_j.jallcom.2017.06.149,Molybdenum trioxide (MoO 3),glass,rf reactive magnetron sputtering,Unknown,,,,25.0,
10.1016_j.jallcom.2017.07.025,Lanthanum ferrite oxynitride (LaFeOxNy),,Reactive magnetron sputtering,Ar/O2/N2,,,,800.0,
10.1016_j.jallcom.2017.07.061,Cupric oxide (CuO),,direct current (DC) reactive magnetron sputtering technique,Ar/O2,,,,,
10.1016_j.jallcom.2017.07.121,Al-doped ZnO (ZnO:Al or AZO),Glass,Radio frequency (rf) magnetron sputtering,Ar,200.0,,,,50.0
10.1016_j.jallcom.2017.08.278,Mg x Zn 1-x O,Si (111),radio frequency magnetron sputtering,Unknown,,,,250.0,380.0
10.1016_j.jallcom.2017.09.034,Al2O3,Chemically strengthened glass,Electron beam evaporation with ion beam assisted deposition and magnetron sputtering,Unknown,,,,,
10.1016_j.jallcom.2017.11.028,ZnO/Ag/ZnO multilayer thin films,"Flexible, glass, and PET",Pulsed DC and DC magnetron sputtering,Unknown,,,,,
10.1016_j.jallcom.2017.11.261,Y-doped HfO2 (HYO),n-type Si wafers,co-sputtering technique,Unknown,,,,400.0,
10.1016_j.jallcom.2017.12.062,Indium zinc oxide (IZO),glass,direct current magnetron sputtering,Unknown,,,,,800.0
10.1016_j.jallcom.2017.12.290,Gd-doped WO3,,Sputtering,Unknown,,,,,
10.1016_j.jallcom.2018.01.066,Vanadium dioxide (VO 2),ZnO/soda-lime glass,direct current magnetron sputtering,Unknown,,,,320.0,
10.1016_j.jallcom.2018.01.202,"CaCu 3 Ti 4 O 12 -xMgTiO 3 (x = 0, 0.05, 0.1 and 0.2)",,magnetron sputtering method,Unknown,,,,850.0,
10.1016_j.jallcom.2018.02.028,a-IGZO,ultrathin polymer,low-temperature sputtering,Unknown,,,,90.0,
10.1016_j.jallcom.2018.02.232,Li-Ta co-doped NiO,,Direct-current and radio-frequency magnetron co-sputtering,Unknown,100.0,,,,
10.1016_j.jallcom.2018.04.058,N-doped Indium-Zinc-Tin-Oxide (IZTO:N),SiO 2 /Si,radio frequency (RF) magnetron sputtering,Unknown,,,,25.0,
10.1016_j.jallcom.2018.04.196,Ga2O3,Al2O3 (0001),radio frequency magnetron sputtering,Ar/O2,,,0.0008,,
10.1016_j.jallcom.2018.04.338,Ti doped ZnO (TZO),quartz,radio-frequency (RF) magnetron sputtering,Unknown,,,,,
10.1016_j.jallcom.2018.05.091,HfGdO,Si,Sputtering,Unknown,30.0,,,,
10.1016_j.jallcom.2018.05.234,Al: ZnO (AZO),Soda lime glass,Direct current magnetron sputtering,Unknown,,,,,
10.1016_j.jallcom.2018.05.276,Zn1-xMgxO,Corning microscope glass slides or quartz substrates,rf-magnetron co-sputtering,Unknown,,,,,
10.1016_j.jallcom.2018.06.101,Sn doped ZnO thin films (0.5%–3.0% Sn content),soda-lime glass,RF/DC magnetron sputtering (layer by layer),Unknown,,,,500.0,
10.1016_j.jallcom.2018.06.215,samarium doped cadmium oxide (CdO: Sm),glass,radio frequency (RF) magnetron sputtering,Ar,200.0,,,25.0,
10.1016_j.jallcom.2018.06.270,Aluminum gallium oxide (AGO),c-plane sapphire,co-sputtering,Unknown,70.0,,,600.0,
10.1016_j.jallcom.2018.06.294,amorphous InGaZnO (a-IGZO),SiO2,Sputtering,Ar/O2,,,,,
10.1016_j.jallcom.2018.06.360,Indium doped TiO2,,Pulsed laser deposition (PLD) and sputtering,Unknown,,,,,
10.1016_j.jallcom.2018.07.153,Nickel ferrite (NiFe2O4) and lithium phosphorus oxynitride (LiPON),,Pulsed laser deposition (PLD) and RF magnetron sputtering,Unknown,,,,,50.0
10.1016_j.jallcom.2018.07.252,Ti/IGZO/graphene,polyimide,radiofrequency magnetron sputtering and e-beam evaporation,Unknown,,,,,
10.1016_j.jallcom.2018.08.166,ZnO,SiO2/p-Si and SiO2/n-Si,RF sputtered,Unknown,,,,,20.0
10.1016_j.jallcom.2018.08.229,ZnO/ZnO-Al,ITO,magnetron sputtering,Unknown,,,,,
10.1016_j.jallcom.2018.08.289,Amorphous In-Ga-Zn-O (IGZO),,Sputtering deposition,Unknown,,,,,
10.1016_j.jallcom.2018.09.021,"Cu2O, ZnO, Au",conductive oxide substrates,"electrodeposition, sputtering, hydrothermal method",Unknown,,,,,
10.1016_j.jallcom.2018.09.119,Tin oxide (SnO2),Si,Radio frequency magnetron sputtering,Ar/H2,,,,,
10.1016_j.jallcom.2018.09.126,CZTS,SLG and Mo-coated SLG,Sputtering and sulphurization,Unknown,,,,,
10.1016_j.jallcom.2018.09.143,a-IGZO,,Inductively coupled plasma-enhanced reactive sputter deposition,Unknown,,,,,
10.1016_j.jallcom.2018.09.181,NiO,HOPG and Pt/TiO2/SiO2/Si,Radio frequency (RF) sputtering,Ar/O2,,1.3332199999999998,,400.0,50.0
10.1016_j.jallcom.2018.10.272,Ga-and N-co-doped SnO2 thin film,,DC magnetron sputtering,Ar/N2,,,,400.0,
10.1016_j.jallcom.2018.10.288,Yttrium (Y)-doped Cadmium Oxide (YCO),,radio frequency magnetron sputtering,Unknown,,,,500.0,
10.1016_j.jallcom.2018.11.027,hydrated magnesium-carbon films,,sputtering,Unknown,,,,,
10.1016_j.jallcom.2018.11.040,Al-doped ZnO (AZO),Indium tin oxide (ITO) / Glass,Radio-frequency (RF) magnetron sputtering,Ar,,9.33254,,25.0,100.0
10.1016_j.jallcom.2018.11.126,Indium tin oxide (ITO),,magnetron sputtering,Ar/O2,,,,,
10.1016_j.jallcom.2018.11.209,Dy2O3,Si,Reactive sputtering,Unknown,,,,"[600.0, 700.0]",
10.1016_j.jallcom.2018.11.345,Ni0.5Zn0.5Fe2O4,Pt,radio frequency magnetron sputtering method,Unknown,,,,25.0,
10.1016_j.jallcom.2019.01.322,Ag-TiO 2 plasmonic nanocomposites,silica glass substrates,thermal evaporation and RF magnetron sputtering,Unknown,,,,400.0,
10.1016_j.jallcom.2019.02.222,Tb3+-doped tungsten oxide (WO3),,Radio Frequency (RF) magnetron sputtering,Unknown,,,,,
10.1016_j.jallcom.2019.03.232,"Co-Sb based phases (CoSb, CoSb2, CoSb3)",Oxidized silicon,Radiofrequency co-sputtering,Unknown,,,,486.85,
10.1016_j.jallcom.2019.03.245,Indium-aluminum-zinc oxide (IAZO),,RF magnetron sputtering,Unknown,,,,25.0,
10.1016_j.jallcom.2019.03.254,GdAlOx (GAO),Si,Magnetron sputtering,Unknown,,,,500.0,
10.1016_j.jallcom.2019.03.277,Erbium doped tin-oxide (ErSnO),,Radio-Frequency magnetron sputtering (RFMS),Unknown,,,,,
10.1016_j.jallcom.2019.03.302,SnO2 and SnO2:Sb,unheated soda lime glass,reactive DC sputtering,O2,,,,400.0,
10.1016_j.jallcom.2019.05.227,Au/ZnO,alumina substrates,RF magnetron sputtering,Unknown,,,,600.0,
10.1016_j.jallcom.2019.05.268,(Al x Ga 1-x ) 2 O 3,Al 2 O 3 (0001),Radio frequency magnetron sputtering,Unknown,,,,800.0,
10.1016_j.jallcom.2019.05.275,Co-Zn-Ni-O,Corning Eagle 2000 glass,RF co-sputtering,Ar/O2,,2.6664399999999997,0.0002799762,65.0,
10.1016_j.jallcom.2019.05.326,ZnO,,radio frequency plasma sputtering,Unknown,,,,25.0,
10.1016_j.jallcom.2019.06.188,AgO,,Reactive magnetron sputtering,Unknown,,,,,300.0
10.1016_j.jallcom.2019.07.293,MgO,,Radio frequency (RF) sputtering,Unknown,,,,"[25.0, 350.0]",
10.1016_j.jallcom.2019.07.350,BiFeO3 / Fe97Si3,,RF-magnetron sputtering,Unknown,,,,25.0,"[30.0, 60.0]"
10.1016_j.jallcom.2019.151776,IZO:Ga,glass,RF magnetron sputtering,Unknown,,,,,472.0
10.1016_j.jallcom.2019.151912,CoO and Co3O4,,Ion beam sputtering,Unknown,,,,"[499.85, 329.85]",
10.1016_j.jallcom.2019.152360,Ytterbium-doped zinc tin oxide (Yb:ZTO),Cu(InGa)Se2 (CIGS) solar cells,Reactive sputtering,O2,"[10.0, 70.0]",,,25.0,
10.1016_j.jallcom.2019.152399,Tungsten-doped nickel oxide (Ni 1-x W x oxide),Indium tin oxide (ITO) coated glass substrates,Reactive dc magnetron sputtering,Unknown,,,,,
10.1016_j.jallcom.2019.152531,"ZnO, Al doped ZnO (AZO), and AZO/ZnO bilayer",p-Si(100),RF magnetron sputtering,Unknown,,,,,
10.1016_j.jallcom.2019.152532,Fe3O4,Polycarbonate (PC),Reactive sputtering,Unknown,,,,25.0,50.0
10.1016_j.jallcom.2019.152739,Cr doped ZnO,glass,RF magnetron sputtering,Unknown,,,,25.0,
10.1016_j.jallcom.2019.153188,Gd doped cadmium oxide (CdO),glass substrates,RF magnetron sputtering,Unknown,,,,,900.0
10.1016_j.jallcom.2019.153365,lithium-aluminum co-doped nickel oxide (Al-LiNiOx),,cosputtering,Unknown,,,,,
10.1016_j.jallcom.2019.153567,CdO thin films doped with V (CVO),,radio-frequency magnetron sputtering,Unknown,,,,,
10.1016_j.jallcom.2020.153688,"F, Al, and Mg co-doped ZnO (FAMZO)",,RF magnetron sputtering and rapid thermal annealing (RTA),Unknown,,,,,
10.1016_j.jallcom.2020.153834,ZnO,PEN,magnetron sputtering,Unknown,,,,,
10.1016_j.jallcom.2020.153900,"Silver (Ag) and doped Zinc Oxide (Cd-doped ZnO, Mg-doped ZnO, and Y-doped ZnO)",Si (100),DC magnetron sputtering and RF magnetron sputtering,Unknown,,,,,
10.1016_j.jallcom.2020.153902,ZnO:Si,p-Si,RF magnetron-sputtering,Unknown,,,,150.0,
10.1016_j.jallcom.2020.153988,Pure and chromium doped TiO2,,RF magnetron sputtering,Unknown,,,,,
10.1016_j.jallcom.2020.154171,Yb2O3,n-Si,RF magnetron sputtering,Unknown,,,,"[200.0, 400.0, 600.0, 800.0]",125.0
10.1016_j.jallcom.2020.154244,BaTiO3 and Fe multilayers,"LaAlO3 (100), MgO(100), Al2O3 (0001) and SrTiO3 (100)",RF-magnetron sputtering,Unknown,,,,,
10.1016_j.jallcom.2020.154378,Indium saving indium-tin oxide (ITO),Glass,DC sputtering,Unknown,,,,249.85000000000002,
10.1016_j.jallcom.2020.154859,ZnO,"p-type, boron doped, (100) Si","hydrothermal, radio-frequency (RF) sputtering, and vacuum coating (thermal evaporation)",Unknown,,,,,
10.1016_j.jallcom.2020.154983,ZnO/(Cu/Al-doped) Ag/ZnO multilayer films,glass,sputtering technique,Unknown,,,,680.0,
10.1016_j.jallcom.2020.155348,AlCoCr-Cu 0.5 FeNi,,Radio frequency (RF) sputter deposition,Unknown,300.0,,,,
10.1016_j.jallcom.2020.155353,Indium tin oxynitride (ITON),Glass and silicon (100),Reactive DC magnetron sputtering,Ar/N2,,,,25.0,
10.1016_j.jallcom.2020.156270,In2Se3,Al-doped ZnO (AZO) and F-doped SnO2 (FTO),Magnetron sputtering,Unknown,,,,,
10.1016_j.jallcom.2020.156368,Magnetite (Fe3O4),"Polycarbonate (PC), polymethyl methacrylate (PMMA), and polythene terephthalate (PET)",Reactive RF sputtering,O2,,,,26.850000000000023,100.0
10.1016_j.jallcom.2020.156950,ZnO 1-x Te x,,magnetron co-sputtering,Unknown,,,,,
10.1016_j.jallcom.2020.157073,AZO/Ag/AZO,Glass,Radio frequency (RF) magnetron sputtering,Unknown,,,,,
10.1016_j.jallcom.2020.157627,SrRuO3,SiO2,radiofrequency magnetron sputtering,Ar/O2,,,,750.0,
10.1016_j.jallcom.2020.157978,HfNbTaTiZr,,DC magnetron sputtering,Unknown,,,,25.0,1650.0
10.1016_j.jallcom.2020.158030,Ta2O5,,RF magnetron sputtering,Unknown,,,,,
10.1016_j.jallcom.2020.158470,AZO/Cu/AZO multilayer films,Glass and amorphous quartz substrates,RF magnetron sputtering,Unknown,,,,25.0,13.0
10.1016_j.jallcom.2021.158931,Tantalum pentoxide (Ta2O5),,Direct current (DC) reactive magnetron sputtering,Unknown,,2.0,,,
10.1016_j.jallcom.2021.159175,CoIrMnAl,,sputtering deposition,Unknown,,,,,
10.1016_j.jallcom.2021.159346,Mn3Ga,MgO,RF/DC magnetron sputtering,Ar,,13732.166000000001,,600.0,
10.1016_j.jallcom.2021.159489,"ZnO, Ga-doped ZnO, Bi-doped ZnO",,magnetron sputtering,Unknown,,,,,
10.1016_j.jallcom.2021.159594,Ni,Cu foil,Magnetron sputtering,Unknown,,,,,10.0
10.1016_j.jallcom.2021.160208,VO 2,Al 2 O 3 (c-sapphire (001)),DC sputtering,Unknown,,,,,103.0
10.1016_j.jallcom.2021.160510,Aluminum-doped zinc oxide (AZO),Silicon,Magnetron co-sputtering,Unknown,"[150.0, 50.0]",,,,
10.1016_j.jallcom.2021.160622,Tin-doped zinc oxide (ZTO),glass substrate,radio frequency (RF) magnetron sputtering,Unknown,120.0,,,,
10.1016_j.jallcom.2021.160892,NiO/Ag/NiO (NAN),,Magnetron sputtering,Unknown,,,,"[400.0, 500.0]","[8.0, 10.0, 14.0]"
10.1016_j.jallcom.2021.162579,"BaTiO3 (BTO), SrRuO3 (SRO)","SiO2, Al2O3, TiN",rf magnetron sputtering,Unknown,,,,"[270.0, 500.0]",
10.1016_j.jallcom.2021.162879,Nickel oxide (NiOX),Flexible polymer substrates (polyethylene terephthalate (PET) and polyester foils),Reactive magnetron sputtering,O2,,2.0,,,
10.1016_j.jallcom.2021.163174,Mg and F co-doped Zinc oxide (ZnO),,RF sputtering,Unknown,,,,,
10.1016_j.jallcom.2021.163317,Bi 2 Te 3,Alumina substrate,Sputtering and electrodeposition,Unknown,,,,,
10.1016_j.jallcom.2021.163472,barium-addition indium-zinc-tin-oxide (B-IZTO),,co-sputtering,Unknown,,,,,
10.1016_j.jallcom.2021.163534,α-MgAgSb,,Magnetron sputtering (including co-deposition),Unknown,,,,,
10.1016_j.jallcom.2022.163851,TiO2/CuO heterojunction nano-thin films,,Magnetron sputtering,Unknown,,,,,"[90.0, 120.0]"
10.1016_j.jallcom.2022.163892,SiO2(Si)&FexOy(Fe) granular composite films,,co-sputtering,Ar/O2,,,,-178.14999999999998,
10.1016_j.jallcom.2022.164272,Tantalum oxide,AZ31B alloy,Sputtering,Unknown,,,,,
10.1016_j.jallcom.2022.164417,Zn0.4Ni0.6O (ZNO) and (Zn0.4Ni0.6)0.95Li0.05O (ZNLO),,RF magnetron sputtering,Unknown,,,,,
10.1016_j.jallcom.2022.164480,"F, Mg and Ga co-doped ZnO (FMGZO)",glass,magnetron sputtering,Unknown,15.0,,,25.0,
10.1016_j.jallcom.2022.164905,Ni x Fe 3-x O y (0.7 ≤ x ≤ 1.7),c-plane (0001) α-Al 2 O 3,Ion beam sputtering,Unknown,,,,,
10.1016_j.jallcom.2022.165110,TiO2,Stainless steel,Radio frequency magnetron sputtering,Unknown,,,,450.0,
10.1016_j.jallcom.2022.165723,Tantalum pentoxide (Ta2O5),PET/ITO/NiOx,Reactive magnetron sputtering,O2,,,,,
10.1016_j.jallcom.2022.166332,Ni-SDC (Ni-Sm:CeO2),,Reactive sputtering,Ar/O2,,3.99966,,,
10.1016_j.jallcom.2022.166591,ZnO-In2O3-SnO2 (ZITO),,Magnetron sputtering,Unknown,,,,25.0,
10.1016_j.jallcom.2022.166599,W-Zr thin-film alloys,Unheated and unbiased substrates,dc magnetron co-sputtering,Ar,,,,,
10.1016_j.jallcom.2022.166947,Er-doped Silicon oxide based thin films,,RF magnetron sputtering,Unknown,,,,,
10.1016_j.jallcom.2022.167302,"ZnO thin films co-doped with Al, Ga, and F (FGZO)",,Radiofrequency magnetron sputtering,Unknown,,,,,
10.1016_j.jallcom.2022.167321,Al2O3,Nickel-based superalloys,Magnetron sputtering,Unknown,,100.0,,950.0,500.0
10.1016_j.jallcom.2022.167337,EHEA AlCoCrFeNi 2.1,,RF magnetron sputtering,Unknown,,,,"[200.0, 400.0, 600.0]",
10.1016_j.jallcom.2022.167393,"ZnO nanorods, MoS2",p-Si,RF-magnetron sputtering and thermal evaporation,Unknown,,,,,0.65
10.1016_j.jallcom.2022.167398,Palladium-gold (Pd-Au) alloy thin film,Patterned silicon substrate,DC magnetron sputtering deposition,Unknown,,,,"[200.0, 60.0]",
10.1016_j.jallcom.2022.167487,LaYO 3,Indium tin oxide (ITO),RF magnetron sputtering,Unknown,,,,,
10.1016_j.jallcom.2022.167573,NiCr/NiSi,,Direct current pulsed magnetron sputtering,Unknown,,,,,2000.0
10.1016_j.jallcom.2022.167640,zinc-doped indium oxide (IZO),silicon substrates,room-temperature sputtering,Unknown,85.0,,,25.0,
10.1016_j.jallcom.2022.168295,amorphous vanadium oxide (a-VO x),,pulsed DC sputtering,Unknown,,,,,
10.1016_j.jallcom.2023.168751,Antimony-doped zinc oxide (ZnO:Sb),"Glass slides, Si <100> substrates, and Kapton film",Magnetron sputtering,Ar/N2,,0.37,10.0,199.85000000000002,
10.1016_j.jallcom.2023.169118,"Transition metal (Fe, Mn, Co) doped TiO2",Polished stainless steel,Radio-frequency magnetron sputtering,Unknown,,,,,
10.1016_j.jallcom.2023.169564,undoped and Zn-doped CuO thin films,,reactive magnetron sputtering,Ar/O2,10.0,,,,
10.1016_j.jallcom.2023.169874,Cu 2 SnS 3 and In 2 S 3,Mo/SLG,Magnetron sputtering,Unknown,,,,,
10.1016_j.jallcom.2023.170125,Ti-doped ZnO,,RF magnetron sputtering,Unknown,,,,167.0,
10.1016_j.jallcom.2023.170272,Magnesium hydride (MgH2),Graphite and polyimide foils,Reactive plasma-assisted sputtering,Unknown,,,,,
10.1016_j.jallcom.2023.170567,Tungsten (W) doped ZnO,micro electro mechanical systems (MEMS) device,co-sputtering,Unknown,,,,,
10.1016_j.jallcom.2023.170799,SmNiO 3-δ,,reactive magnetron sputtering,Unknown,,,,525.0,
10.1016_j.jallcom.2023.171851,SnOx,,DC magnetron sputtering (Reactive Gas Pulsing Process),O2,,,,,
10.1016_j.jallcom.2023.171975,Ir1-xCoxO2,Si,Reactive magnetron co-sputtering,Ar/O2,"[8.0, 7.0]",,,25.0,70.0
10.1016_j.jallcom.2023.172046,Nickel oxide-gadolinium doped ceria (NiO-GDC),,Reactive co-sputtering,Unknown,"[50.0, 50.0]",,,500.0,
10.1016_j.jallcom.2023.172397,(AlTiZrHfTa)1-xNx refractory high entropy films,"flat glass, silicon and sapphire",Direct current magnetron sputtering (DCMS),Ar/N2,,,,,
10.1016_j.jallcom.2023.172740,LSC perovskite oxide and YZr metal-alloy,,co-sputtering,Unknown,,,,,
10.1016_j.jallcom.2023.172933,La-Mn-O (LaMnO3),Si (100),Magnetron sputtering,Unknown,,,,"[500.0, 600.0, 700.0]",
10.1016_j.jallcom.2023.173045,La 0.7 Sr 0.3 MnO 3 (LSMO) and SrRuO 3 (SRO),,RF-magnetron sputtering,Unknown,,,,,"[123.0, 49.0]"
10.1016_j.jallcom.2023.173046,TiN,Si (100),d.c. reactive sputtering,Unknown,,,,,170.0
10.1016_j.jallcom.2023.173218,Zinc gallium oxide,Fused quartz,Reactive direct current magnetron co-sputtering,O2,,,,25.0,
10.1016_j.jallcom.2023.173272,α-MoO3,SrTiO3,Sputtering,Unknown,,,,,
10.1016_j.jallcom.2024.173844,NiO,,Radio Frequency (RF) sputtering,Unknown,,,,,
10.1016_j.jallcom.2024.173942,Metal oxide semiconductor,,Magnetron sputtering,Unknown,,,,,
10.1016_j.jallcom.2024.174314,Co40Fe40B20 (CoFeB),"silicon (Si), silicon dioxide (Si/SiO2), and sapphire (Al2O3)",Sputtering,Unknown,,,,25.0,100.0
10.1016_j.jallcom.2024.174348,ZnO and Ni,glass and Si (100),ALD and DC magnetron sputtering,Unknown,,,,,"[70.0, 70.0]"
10.1016_j.jallcom.2024.175157,Cu-based nano-multilayer films (CuZrTiAl),Si wafers and AISI 304 stainless steel,High-power impulse magnetron sputtering (HiPIMS),Unknown,1300.0,,,,4.6
10.1016_j.jallcom.2024.175339,ZnO,ZK60 and ZK60-Mm magnesium alloys,HiPIMS (High Power Impulse Magnetron Sputtering),Unknown,,,,,
10.1016_j.jallcom.2024.175936,Al/NiCr bilayer resistive materials,alumina ceramic substrates,DC magnetron sputtering,Unknown,,,,,7.5
10.1016_j.jallcom.2024.176207,Gadolia-doped Ceria-Barium Monoferrite (GDC-BaFe 2 O 4 ),Kapton sheets,DC sputtering,Unknown,,,,,
10.1016_j.jallcom.2024.176774,WO3 incorporated NiO thin films,,RF sputtering,Unknown,,,,,
10.1016_j.jallcom.2024.176777,"ZnO, Al-ZnO, Sn-ZnO, Mg-ZnO",,Magnetron sputtering,Unknown,,,,,
10.1016_j.jallcom.2024.177270,Aluminium nitride (AlN),n-type Si (111),Reactive DC magnetron sputtering,Ar/N2,125.0,0.63,4.9999999999999996e-05,25.0,750.0
10.1016_j.jallcom.2024.178367,Gallium oxide (Ga2O3),c-plane sapphire,Radio frequency (RF) magnetron sputtering,Unknown,,,,"[750.0, 850.0, 950.0]",
10.1016_j.jallcom.2025.178572,WO₃ and Ta₂O₅,,Sputtering,Unknown,,,,,50.0
10.1016_j.jallcom.2025.179291,undoped zinc oxide (ZnO) and calcium-doped zinc oxide (ZnO:Ca),,RF-magnetron sputtering,Unknown,,,,25.0,
10.1016_j.jallcom.2025.179479,Co-doped ZnO,,Magnetron sputtering,Unknown,,,,,
10.1016_j.jallcom.2025.180303,Mg-N doped CuCrO2,,RF Sputtering,Unknown,190.0,,,,
10.1016_j.jallcom.2025.180358,Ir-Hf alloy,,multi-target DC magnetron sputtering,Unknown,,,,,
